ISSN,ALPVM,LOPVM,LEVIKKI,LEVIKKI_S
fk10068,01.01.1948,31.12.1948,1900,
fk10068,01.01.1951,31.12.1951,2300,
1795-9748,01.01.2005,31.12.2009,5096,
0357-9298,01.01.2008,31.12.2008,28486,
0451-5560,01.01.2008,31.12.2008,86654,
0355-6913,01.01.2008,31.12.2008,139130,
1458-0950,01.01.1914,31.12.1914,4000,
1458-0950,01.01.1915,29.12.1917,4500,
0359-6095,01.01.2008,31.12.2008,4431,
fk10179,01.01.1919,31.12.1919,4500,
fk10179,01.01.1920,31.12.1920,6300,
fk10179,01.01.1921,31.12.1921,5900,
fk10179,01.01.1922,31.12.1922,3900,
fk10179,01.01.1923,31.12.1923,5000,
fk10179,01.01.1924,31.12.1924,4400,
fk10179,01.01.1925,31.12.1925,4800,
fk10179,01.01.1926,31.12.1926,4600,
fk10179,01.01.1927,31.12.1927,4800,
fk10179,01.01.1928,31.12.1928,7300,
fk10179,01.01.1929,31.12.1929,7800,
fk10179,01.01.1930,31.12.1930,9100,
fk10179,01.01.1931,31.12.1931,7400,
fk10179,01.01.1932,31.12.1932,4600,
fk10179,01.01.1933,31.12.1933,4400,
fk10179,01.01.1934,31.12.1934,4600,
fk10179,01.01.1935,31.12.1935,4700,
fk10179,01.01.1936,31.12.1936,5100,
fk10179,01.01.1937,31.12.1937,6500,
fk10179,01.01.1938,31.12.1938,8300,
fk10179,01.01.1939,31.12.1939,9200,
fk10179,01.01.1940,31.12.1940,11000,
fk10179,01.01.1942,31.12.1942,2800,
fk10179,01.01.1946,31.12.1946,5500,
fk10179,01.01.1948,31.12.1948,6800,
0357-1858,01.01.2008,31.12.2008,12845,
0785-398X,01.01.2008,31.12.2008,7531,
0784-0373,01.01.2005,31.12.2005,3580,
0784-0373,01.01.2006,31.12.2006,3604,
0784-0373,01.01.2007,31.12.2007,3607,
0784-0373,01.01.2008,31.12.2008,3605,
0782-6559,01.01.2008,31.12.2008,10971,
0358-1705,01.01.2008,31.12.2008,46823,
0356-1402,01.01.2008,31.12.2008,73559,
0356-2751,01.01.2008,31.12.2008,29807,
0789-6700,01.01.2008,31.12.2008,24927,
0358-8483,01.01.2009,30.12.2009,54729,
0355-8754,01.01.2008,31.12.2008,10503,
0359-5056,01.01.2008,31.12.2008,60875,
1456-3002,01.01.2008,09.04.2009,7325,
0356-1356,01.01.2008,31.12.2008,81716,
0782-579X,01.01.2007,31.12.2007,5686,
0782-579X,01.01.2008,31.12.2009,5662,
0356-3103,01.01.2008,31.12.2008,7665,
0789-8126,01.01.2008,31.12.2008,5467,
0356-3510,01.01.2008,31.12.2008,65056,
0782-5676,01.01.2006,31.12.2006,6354,
0782-5676,01.01.2007,31.12.2007,6314,
0782-5676,01.01.2008,31.12.2008,6348,
1459-8663,01.01.2008,31.12.2008,22164,
0782-6354,01.01.2006,31.12.2006,4384,
0358-478X,01.01.2007,31.12.2007,11125,
0358-478X,01.01.2008,31.12.2008,10741,
0355-2055,01.01.2008,31.12.2008,161615,
1455-6227,01.01.2007,31.12.2007,6970,
1455-6227,01.01.2008,31.12.2008,6729,
0782-596X,01.01.2008,31.12.2009,7909,
0356-6447,01.01.2008,31.12.2008,6705,
0782-372X,01.01.2008,31.12.2008,21746,
0358-1683,01.01.2006,31.12.2006,3653,
0358-1683,01.01.2007,31.12.2007,3666,
0358-1683,01.01.2008,31.12.2008,3684,
0782-5919,01.01.2008,31.12.2008,6179,
0782-5714,01.01.2007,31.12.2007,4249,
0782-5714,01.01.2008,31.12.2008,4262,
0789-8169,01.01.2008,30.12.2008,6283,
0358-1934,01.01.2008,31.12.2008,7459,
0357-0983,01.01.2007,31.12.2007,3917,
0357-0983,01.01.2008,31.12.2008,3602,
0782-5595,01.01.2008,31.12.2008,5003,
0782-8306,01.01.2006,31.12.2006,12100,
0782-8306,01.01.2007,31.12.2007,12500,
fk14736,01.01.2006,31.12.2006,12100,
fk14736,01.01.2007,31.12.2009,12500,
0359-5064,01.01.2008,31.12.2008,11752,
0782-5781,01.01.2006,31.12.2006,3656,
0782-5781,01.01.2007,31.12.2007,3648,
0782-5781,01.01.2008,31.12.2008,3580,
0357-1521,01.01.2008,31.12.2008,7361,
0357-2021,01.01.2008,31.12.2008,20575,
0784-2465,01.01.2008,31.08.2008,4666,
0356-3502,01.01.2008,31.12.2008,22152,
0782-6192,01.01.2008,31.12.2008,7862,
1795-715X,01.01.2008,31.12.2008,7329,
0356-2352,01.01.2008,31.12.2008,118500,
0784-364X,01.01.2008,31.12.2008,7607,
0789-0737,01.01.2008,31.12.2008,27757,
0789-0796,01.01.2008,31.12.2008,8828,
0782-5773,01.01.2008,31.12.2009,6719,
fk14406,01.01.2008,31.12.2008,2941,
fk16076,01.01.2007,31.12.2007,2767,
fk16076,01.01.2008,31.12.2008,2771,
1458-8803,01.01.1885,31.12.1885,850,
1458-8803,01.01.1899,31.12.1899,825,
1458-8803,01.01.1942,31.12.1942,1550,
1458-8803,01.01.1943,31.12.1943,2267,
1458-8803,01.01.1945,31.12.1945,2500,
1458-8803,01.01.1947,31.12.1947,2700,
1458-8803,01.01.1948,31.12.1948,2177,
1458-8803,01.01.1950,31.12.1950,2500,
0782-5978,01.01.2004,31.12.2004,6340,
0782-5978,01.01.2005,31.12.2005,6198,
0782-5978,01.01.2006,31.12.2006,6046,
0782-5978,01.01.2007,31.12.2007,5875,
0782-5978,01.01.2008,30.12.2008,5786,
1796-8097,01.01.2009,31.12.2010,51224,
1457-8921,01.01.2008,,8334,
0785-3998,01.01.2006,31.12.2006,4793,
0785-3998,01.01.2007,31.12.2007,4789,
0785-3998,01.01.2008,31.12.2008,4915,
fk980032,01.01.2008,31.12.2008,14200,
0356-4444,01.01.2008,31.12.2008,17277,
1457-9545,01.01.2008,31.12.2008,15447,
0356-4886,01.01.2008,31.12.2008,7572,
fk11098,01.01.2008,31.12.2008,3640,
0357-1386,01.01.2008,31.12.2008,4667,
1236-4495,01.01.2008,30.12.2008,6557,
0781-9234,01.01.2008,31.12.2008,22600,
2243-2507,01.01.2008,31.12.2008,22000,
0782-6419,01.01.2008,31.12.2008,16272,
0782-5579,01.01.2008,,3972,
0356-5653,01.01.2008,31.12.2008,3753,
0782-6206,01.01.2008,31.12.2008,4026,
0358-9161,01.01.2008,31.12.2008,8666,
fk15603,01.01.2008,31.12.2008,6179,
0782-663X,01.01.2008,31.12.2008,13913,
0358-6294,01.01.2008,31.12.2008,7967,
0356-1844,07.05.1858,31.12.1858,280,
0356-1844,01.01.1862,31.12.1862,478,
0356-1844,01.01.1863,31.12.1863,545,
0356-1844,01.01.1864,31.12.1864,534,
0356-1844,01.01.1865,31.12.1865,539,
0356-1844,01.01.1866,31.12.1866,580,
0356-1844,01.01.1869,31.12.1869,531,
0356-1844,01.01.1870,31.12.1870,553,
0356-1844,01.01.1871,31.12.1871,585,
0356-1844,01.01.1872,31.12.1872,584,
0356-1844,01.01.1873,31.12.1873,700,
0356-1844,01.01.1874,31.12.1874,870,
0356-1844,01.01.1884,31.12.1884,1250,
0356-1844,01.01.1895,31.12.1895,1850,
0356-1844,01.01.1899,31.12.1899,2900,
0356-1844,01.01.1906,31.12.1906,4250,
0356-1844,01.01.1913,31.12.1913,4500,
0356-1844,01.01.1915,31.12.1915,5500,
0356-1844,01.01.1917,31.12.1917,6000,
0356-1844,01.01.1918,31.12.1918,10000,
0356-1844,01.01.1920,31.12.1920,8000,
0356-1844,01.01.1930,31.12.1930,7500,
0356-1844,01.01.1933,31.12.1933,10000,
0356-1844,01.01.1937,31.12.1937,12500,
0356-1844,01.01.1938,31.12.1938,12850,
0356-1844,01.01.1941,31.12.1941,16300,
0356-1844,01.01.1942,31.12.1942,18300,
0356-1844,01.01.1943,31.12.1943,19800,
0356-1844,01.01.1944,31.12.1944,20500,
0356-1844,01.01.1945,31.12.1945,20692,
0356-1844,01.01.1946,31.12.1946,22366,
0356-1844,01.01.1947,31.12.1947,22425,
0356-1844,01.01.1948,31.12.1948,21732,
0356-1844,01.01.1957,31.12.1957,19200,
0356-1844,01.01.1959,31.12.1963,19100,
0356-1844,01.01.1867,31.12.1867,539,
0356-1844,01.01.1868,31.12.1868,504,
0356-1844,01.01.1906,31.12.1906,4250,
0356-2298,01.01.2008,31.12.2008,13205,
1235-9963,01.01.2008,31.12.2008,8326,
1236-6609,01.01.2008,31.12.2008,4754,
0782-6214,01.01.2007,31.12.2008,2209,
0359-1441,01.01.2008,31.12.2008,7285,
0355-8746,01.01.1919,31.12.1919,8476,
0355-8746,01.01.1921,31.12.1921,8967,
0355-8746,01.01.1922,31.12.1922,8063,
0355-8746,01.01.1923,31.12.1923,9261,
0355-8746,01.01.1924,31.12.1924,9479,
0355-8746,01.01.1926,31.12.1926,11769,
0355-8746,01.01.1927,31.12.1927,12818,
0355-8746,01.01.1928,31.12.1928,13191,
0355-8746,01.01.1929,31.12.1929,13165,
0355-8746,01.01.1931,31.12.1931,11486,
0355-8746,01.01.1932,31.12.1932,10796,
0355-8746,01.01.1933,31.12.1933,11163,
0355-8746,01.01.1934,31.12.1934,11930,
0355-8746,01.01.1936,31.12.1936,14024,
0355-8746,01.01.1937,31.12.1937,14749,
0355-8746,01.01.1938,31.12.1938,16037,
0355-8746,01.01.1939,31.12.1939,16660,
0355-8746,01.01.1941,31.12.1941,20116,
0355-8746,01.01.1942,31.12.1942,22407,
0355-8746,01.01.1943,31.12.1943,24515,
0355-8746,01.01.1944,31.12.1944,25888,
0355-8746,01.01.1946,31.12.1946,27395,
0355-8746,01.01.1947,31.12.1947,29326,
0355-8746,01.01.1948,31.12.1948,29430,
0355-8746,01.01.1949,31.12.1949,29129,
1457-8999,01.01.2005,31.12.2005,1801,
1457-8999,01.01.2006,31.12.2006,1812,
1457-8999,01.01.2007,31.12.2007,1825,
1457-8999,01.01.2008,31.12.2008,1832,
1236-7796,01.01.2008,31.12.2008,3959,
2243-2671,01.01.2008,31.12.2008,47800,
2323-4253,01.01.2008,31.12.2008,5793,
0356-1860,01.01.2008,31.12.2008,7378,
fk10291,27.07.1916,31.12.1916,2400,
fk10291,01.01.1926,31.12.1926,4000,
fk10291,01.01.1931,31.12.1931,4450,
fk10291,01.01.1941,31.12.1941,6250,
fk10291,01.01.1942,31.12.1942,6800,
fk10291,01.01.1943,31.12.1943,7225,
fk10291,01.01.1944,31.12.1944,6470,
fk10291,01.01.1945,31.12.1945,7000,
fk10291,01.01.1947,31.12.1947,7965,
fk10291,01.01.1948,31.12.1948,8100,
fk10291,01.01.1949,31.12.1949,7600,
0787-5320,01.01.2008,31.12.2008,5941,
fk14808,29.01.1919,31.12.1919,10500,
fk14808,01.01.1931,31.12.1931,4800,
fk14808,01.01.1933,31.12.1933,4100,
fk14808,01.01.1936,31.12.1936,5292,
fk14808,01.01.1937,31.12.1937,5785,
fk14808,01.01.1938,31.12.1938,6226,
fk14808,01.01.1939,31.12.1939,7010,
fk14808,01.01.1940,31.12.1940,5695,
fk14808,01.01.1941,31.12.1941,5320,
fk14808,01.01.1942,31.12.1942,5756,
fk14808,01.01.1943,31.12.1943,6229,
fk14808,01.01.1944,31.12.1944,6621,
fk14808,01.01.1945,31.12.1945,6400,
fk14808,01.01.1946,31.12.1946,7200,
fk14808,01.01.1947,31.12.1947,7500,
fk14808,01.01.1948,31.12.1948,8000,
fk14808,01.01.1949,31.12.1949,8500,
fk14808,01.01.1950,31.12.1950,8600,
fk14808,01.01.1951,31.12.1951,6000,
fk14808,01.01.1952,31.12.1952,5500,
fk14808,01.01.1953,31.12.1953,5800,
fk14808,01.01.1954,31.12.1954,5100,
fk14808,01.01.1955,31.12.1955,5500,
fk14808,01.01.1956,31.12.1956,5200,
fk14808,01.01.1957,31.12.1958,5500,
fk14808,01.01.1959,29.12.0195,4200,
1236-5602,01.01.2007,31.12.2007,3254,
1236-5602,01.01.2008,31.12.2008,3099,
1235-810X,01.01.2008,31.12.2008,4418,
fk10239,01.01.1934,18.01.1934,1000,
0782-6656,01.01.2008,31.12.2008,5974,
0782-6427,01.01.2008,31.12.2008,2306,
0356-1399,01.01.2007,31.12.2008,8837,
0357-6906,01.01.2007,31.12.2007,4087,
0782-7024,01.01.1912,31.12.1912,10000,
0782-7024,01.01.1913,31.12.1913,12000,
0782-7024,01.01.1916,31.12.1916,15500,
0782-7024,01.01.1917,31.12.1917,17000,
0782-7024,01.01.1923,31.12.1923,23000,
0782-7024,01.01.1924,31.12.1924,25000,
0782-7024,01.01.1926,31.12.1926,29000,
0782-7024,01.01.1927,31.12.1927,31500,
0782-7024,01.01.1928,31.12.1928,29000,
0782-7024,01.01.1938,31.12.1938,37000,
0782-7024,01.01.1939,31.12.1939,40000,
0782-7024,01.01.1942,31.12.1942,41800,
0782-7024,01.01.1943,31.12.1943,41500,
0782-7024,01.01.1944,31.12.1944,39000,
0782-7024,01.01.1946,31.12.1946,40200,
0782-7024,01.01.1947,31.12.1947,40100,
0782-7024,01.01.1948,31.12.1948,36850,
0782-7024,01.01.1949,31.12.1949,30800,
0357-6906,01.01.2008,31.12.2008,3920,
0356-0996,01.01.1931,31.12.1931,1900,
0356-0996,01.01.1936,31.12.1936,3600,
0783-3709,01.01.2007,31.12.2007,6538,
0782-5765,01.01.2006,31.12.2006,5472,
0782-5765,01.01.2007,31.12.2007,5358,
0782-5765,01.01.2008,31.12.2008,5278,
0782-5358,01.01.1942,31.12.1942,2400,
0782-5358,01.01.1943,31.12.1943,2600,
0782-5358,01.01.1944,31.12.1944,2400,
1238-7045,01.01.2008,31.12.2009,5760,
0789-8169,01.01.1943,31.12.1943,2812,
0782-6230,01.01.1932,31.12.1932,4835,
0782-6230,01.01.1933,31.12.1933,4012,
0782-6230,01.01.1934,31.12.1934,3549,
0782-6230,01.01.1935,31.12.1935,4034,
0782-6230,01.01.1936,31.12.1936,5062,
0782-6230,01.01.1937,31.12.1937,5716,
0782-6230,01.01.1938,31.12.1938,6821,
0782-6230,01.01.1942,31.12.1942,10900,
0782-6230,01.01.1943,31.12.1943,10300,
0782-6230,01.01.1944,31.12.1944,9600,
0787-4987,01.01.2005,31.12.2005,5097,
0788-8279,01.01.2005,31.12.2005,6031,
0788-8279,01.01.2006,31.12.2006,6044,
0356-4444,01.01.2006,31.12.2006,18143,
0356-2298,01.01.2006,31.12.2006,13908,
0356-1283,01.01.2006,31.12.2006,55277,
0782-5560,01.01.2006,31.12.2006,9110,
0359-6753,01.01.2006,31.12.2006,34658,
0787-5320,01.01.2006,31.12.2006,6055,
1236-7974,01.01.2006,29.03.2007,4271,
1796-9875,02.04.2007,31.12.2007,5955,
0355-6913,01.01.2006,31.12.2006,138258,
0356-2360,01.01.2005,31.12.2005,2341,
0356-2360,01.01.2006,28.03.2007,2290,
0789-8363,01.01.1914,31.12.1914,3100,
0789-8363,01.01.1942,31.12.1942,2550,
0789-8363,01.01.1943,31.12.1943,2670,
0789-8363,01.01.1944,31.12.1944,2850,
0789-8363,01.01.1945,31.12.1945,3383,
0789-8363,01.01.1964,31.12.1946,3721,
0789-8363,01.01.1947,31.12.1947,3748,
0789-8363,01.01.1948,31.12.1948,3982,
0789-8363,01.01.1957,31.12.1957,3500,
0789-8363,01.01.1965,31.12.1965,3500,
0789-8363,01.01.1975,31.12.1975,4430,
0789-8363,01.01.1976,31.12.1976,4480,
0789-8363,01.01.1979,31.12.1979,4513,
0356-133X,01.01.2006,31.12.2006,112360,
0356-2751,01.01.2006,31.12.2006,29860,
1455-2965,01.01.2005,31.12.2005,1666,
1455-2965,01.01.2006,31.12.2007,1882,
2323-6760,01.01.2005,31.12.2005,6725,
2323-6760,01.01.2006,31.12.2006,6644,
0356-0996,01.01.2006,31.12.2006,10914,
1455-6227,01.01.2002,31.12.2003,6615,
1455-6227,01.01.2004,31.12.2004,7194,
1455-6227,01.01.2005,31.12.2004,7159,
1455-6227,01.01.2006,31.12.2006,7351,
fk16098,01.01.2005,31.12.2005,5300,
fk16098,01.01.2006,31.12.2006,5216,
1236-8407,01.01.2005,31.12.2005,6404,
1236-8407,01.01.2006,31.12.2006,6419,
0359-9523,01.01.2001,31.12.2001,3405,
0359-9523,01.01.2002,31.12.2003,3483,
0359-9523,01.01.2004,31.12.2004,3478,
0359-9523,01.01.2005,31.12.2005,3526,
0358-6294,01.01.2006,31.12.2007,8171,
0787-6742,01.01.2006,31.12.2006,4465,
0782-6206,01.01.2006,31.12.2006,4381,
0789-0192,01.01.2005,31.12.2005,4070,
0789-0192,01.01.2006,31.12.2006,3985,
1459-8663,01.01.2006,31.12.2006,22297,
0789-8142,01.01.2006,31.12.2006,6356,
0356-3510,01.01.2006,31.12.2006,64471,
0783-0025,01.01.2006,31.12.2006,133007,
0357-9298,01.01.2006,31.12.2006,28827,
0782-5765,01.01.2005,31.12.0005,5626,
fk15678,01.01.2005,31.12.2008,2095,
0782-6419,01.01.2006,31.12.2006,16712,
0451-5560,01.01.2006,31.12.2006,81377,
0785-398X,01.01.2006,31.12.2006,7400,
0788-8325,01.01.2006,31.12.2006,27907,
0356-6447,01.01.2006,31.12.2006,6735,
0782-663X,01.01.2006,31.12.2006,14089,
0355-3787,01.01.2006,31.12.2006,83604,
0356-1623,01.01.2006,31.12.2006,25538,
0782-6214,01.01.2005,31.12.2005,2699,
0782-6214,01.01.2006,31.12.2006,2576,
1455-6308,01.01.2006,28.12.2007,35857,
0355-2055,01.01.2006,31.12.2006,186462,
0358-1705,01.01.2006,31.12.2006,47351,
1236-8865,01.01.2004,31.12.2004,5199,
1236-8865,01.01.2005,31.12.2005,5166,
1236-8865,01.01.2006,31.12.2006,5114,
0356-1356,01.01.2006,31.12.2006,82037,
1455-920X,01.01.2006,31.12.2006,8977,
0789-0737,01.01.2006,31.12.2006,29565,
0782-5684,01.01.2003,31.12.2003,10973,
0782-5684,01.01.2004,31.12.2004,11150,
0782-5684,01.01.2005,31.12.2005,11024,
0782-5684,01.01.2006,31.12.2006,10928,
0355-6913,01.01.1882,31.12.1882,1400,
0355-6913,01.01.1883,31.12.1883,2095,
0355-6913,01.01.1884,31.12.1884,2280,
0355-6913,01.01.1885,31.12.1885,3150,
0355-6913,01.01.1886,31.12.1886,3587,
0355-6913,01.01.1887,31.12.1887,3640,
0355-6913,01.01.1888,31.12.1888,3942,
0355-6913,01.01.1889,31.12.1889,3966,
0355-6913,01.01.1890,31.12.1890,4688,
0355-6913,01.01.1891,31.12.1891,4577,
0355-6913,01.01.1892,31.12.1893,4658,
0355-6913,01.01.1894,31.12.1894,4655,
0355-6913,01.01.1897,31.12.1897,5477,
0355-6913,01.01.1898,31.12.1898,7015,
0355-6913,01.01.1914,31.12.1914,12700,
0355-6913,01.01.1917,31.12.1917,15600,
0355-6913,01.01.1918,31.12.1918,17500,
0355-6913,01.01.1921,31.12.1921,20000,
0355-6913,01.01.1923,31.12.1923,23100,
0355-6913,01.01.1927,31.12.1927,26900,
0355-6913,01.01.1929,31.12.1929,28700,
0355-6913,01.01.1931,31.12.1931,28000,
0355-6913,01.01.1933,31.12.1933,25700,
0355-6913,01.01.1934,31.12.1934,25000,
0355-6913,01.01.1936,31.12.1936,29900,
0355-6913,01.01.1937,31.12.1937,30600,
0355-6913,01.01.1938,31.12.1938,31600,
0355-6913,01.01.1939,31.12.1939,32503,
0355-6913,01.01.1941,31.12.1941,40518,
0355-6913,01.01.1942,31.12.1942,51800,
0355-6913,01.01.1943,31.12.1943,57994,
0355-6913,01.01.1944,31.12.1944,57493,
0356-3502,01.01.2006,31.12.2007,22322,
0355-6913,01.01.1946,31.12.1946,64417,
0355-6913,01.01.1947,31.12.1947,69188,
0355-6913,01.01.1948,31.12.1948,70733,
0356-1801,01.01.2005,31.12.2005,6769,
0356-1801,01.01.2006,31.12.2006,6805,
0782-579X,01.01.2006,31.12.2006,5795,
0789-8096,01.01.2006,31.12.2006,7147,
0782-582X,01.01.2005,31.12.2006,4268,
fk15725,01.01.2002,31.12.2002,2515,
fk15725,01.01.2003,31.12.2003,2473,
fk15725,01.01.2004,31.12.2004,2474,
fk15725,01.01.2005,31.12.2005,2471,
fk15725,01.01.2006,31.12.2006,2425,
0787-5312,01.01.2006,31.12.2006,6385,
0782-6605,01.01.2004,31.12.2004,2501,
0782-6605,01.01.2005,31.12.2005,2528,
0782-6605,01.01.2006,31.12.2006,2570,
0356-3642,01.01.2006,31.12.2006,73000,
0782-601X,01.01.2006,31.12.2006,5152,
0782-5579,01.01.2006,31.12.2006,3884,
1456-3002,01.01.2006,31.12.2006,7444,
0356-3103,01.01.2006,31.12.2006,7620,
0789-6700,01.01.2006,31.12.2006,25367,
0355-8754,01.01.2006,31.12.2006,10678,
0784-364X,01.01.2006,31.12.2006,7868,
1459-2185,01.01.2006,09.05.2007,4447,
0359-5056,01.01.2006,31.12.2006,60889,
0356-1399,01.01.2006,31.12.2006,8851,
0782-6559,01.01.2006,31.12.2006,11280,
0780-9751,01.01.2006,30.09.2007,45600,
0357-1858,01.01.2006,31.12.2006,13084,
1797-1187,29.04.2007,31.12.2007,46600,
0782-6192,01.01.2006,31.12.2006,8038,
0355-9149,01.01.2006,31.12.2006,10355,
0782-5501,01.01.2005,16.06.2007,52200,
0359-5064,01.01.2006,31.12.2006,11824,
0356-2492,01.01.2006,31.12.2006,7598,
0357-0975,01.01.2006,31.12.2006,32690,
fk15603,01.01.2006,31.12.2006,6372,
0783-3261,01.01.2006,31.12.2006,13356,
0356-1844,01.01.2006,31.12.2006,24435,
0358-478X,01.01.2006,31.12.2006,11031,
0359-1441,01.01.2006,31.12.2006,7279,
0789-0796,01.01.2006,31.12.2006,8533,
1238-7045,01.01.1915,31.12.1915,700,
1238-7045,01.01.1942,31.12.1942,3550,
1238-7045,01.01.1943,31.12.1943,4000,
1238-7045,01.01.1914,31.12.1914,4214,
1238-7045,01.01.1944,31.12.1914,4050,
0356-1402,01.01.2006,31.12.2006,74840,
1239-4343,01.01.2006,31.12.2006,6356,
0789-8169,01.01.2006,31.12.2006,7121,
0782-5528,01.01.2006,31.12.2006,12074,
0784-428X,01.01.2006,31.12.2006,2980,
0782-5404,01.01.2006,31.12.2006,22154,
0782-5919,01.01.2006,31.12.2006,6307,
0358-8483,01.01.2006,31.12.2006,62150,
0782-372X,01.01.2006,31.12.2006,22161,
0356-1860,01.01.2006,31.12.2006,7208,
0784-6568,01.01.2005,31.12.2005,3532,
0784-6568,01.01.2006,31.12.2007,3562,
0782-6753,01.01.2005,31.12.2005,4476,
0782-6753,01.01.2006,31.12.2006,4484,
0782-5935,01.01.2004,31.12.2004,3323,
0782-5935,01.01.2005,31.12.2005,3316,
0789-8150,01.01.2006,31.12.2006,4964,
1457-9545,01.01.2006,31.12.2006,17677,
0782-6001,01.01.2006,31.12.2006,5278,
1236-7796,01.01.2006,31.12.2006,4124,
1795-6676,13.04.2005,31.12.2005,35762,
1795-6676,01.01.2006,31.12.2006,36573,
0355-2055,01.01.1941,31.12.1941,15540,
0355-2055,01.01.1942,31.12.1942,13690,
0355-2055,01.01.1943,31.12.1943,17182,
0355-2055,01.01.1944,31.12.1944,24674,
0355-2055,01.01.1946,31.12.1946,33500,
0355-2055,01.01.1947,31.12.1947,32696,
0355-2055,01.01.1948,31.12.1948,34965,
0355-2055,01.01.1949,31.12.1949,34513,
0356-200X,01.01.2006,31.12.2006,5452,
0355-8746,01.01.2006,31.12.2006,55217,
1458-6649,01.01.1924,31.12.1924,1300,
1458-6649,01.01.1925,31.12.1925,1750,
1458-6649,01.01.1926,31.12.1926,2200,
1458-6649,01.01.1933,31.12.1933,1250,
1458-6649,01.01.1938,31.12.1938,3550,
1458-6649,01.01.1942,31.12.1942,7000,
1458-6649,01.01.1943,31.12.1943,7850,
1458-6649,01.01.1944,31.12.1944,7050,
1458-6649,01.01.1945,31.12.1945,7600,
1458-6649,01.01.1946,31.12.1946,8510,
1458-6649,01.01.1947,31.12.1947,8580,
1458-6649,01.01.1948,31.12.1948,8880,
0356-4541,29.11.1917,31.12.1917,4000,
0356-4541,01.01.1918,31.12.1918,3250,
0356-4541,01.01.1920,31.12.1920,2000,
0356-4541,01.01.1921,31.12.1921,2300,
0356-4541,01.01.1922,31.12.1922,3850,
0356-4541,01.01.1923,31.12.1923,3350,
0356-4541,01.01.1924,31.12.1924,4950,
0356-4541,01.01.1925,31.12.1925,3850,
0356-4541,01.01.1926,31.12.1926,3550,
0356-4541,01.01.1927,31.12.1927,4050,
0356-4541,01.01.1928,31.12.1928,5650,
0356-4541,01.01.1930,31.12.1930,5110,
0356-4541,01.01.1936,31.12.1936,6820,
0356-4541,01.01.1937,31.12.1937,7400,
0356-4541,01.01.1938,31.12.1938,8200,
0356-4541,01.01.1939,31.12.1939,9300,
0356-4541,01.01.1940,31.12.1940,8300,
0356-4541,01.01.1941,31.12.1941,9000,
0356-4541,01.01.1942,31.12.1942,9100,
0356-4541,01.01.1943,31.12.1943,9900,
0356-4541,01.01.1944,31.12.1944,9970,
0356-4541,01.01.1945,31.12.1945,10619,
0356-5653,01.01.2006,31.12.2006,3785,
0783-3709,01.01.2006,31.12.2006,6595,
0357-6906,01.01.2006,31.12.2006,4118,
1795-6226,01.01.2006,31.12.2006,3096,
0780-7392,01.01.2006,31.12.2006,6236,
0356-4886,01.01.2006,31.12.2006,7695,
fk20040145,12.12.2003,,13000,
0356-3553,01.01.2006,31.12.2006,4660,
fk14352,01.01.2005,31.12.2005,1735,
fk14352,01.01.2006,31.12.2006,1693,
1235-8355,01.01.1942,31.12.1942,2800,
1235-8355,01.01.1943,31.12.1944,3600,
1235-8355,01.01.1945,31.12.1945,3167,
1235-8355,01.01.1946,31.12.1946,4000,
1235-8355,01.01.1947,31.12.1947,4175,
1235-8355,01.01.1948,31.12.1948,4900,
0782-5595,01.01.2003,31.12.2003,5017,
0782-5595,01.01.2004,31.12.2004,5019,
0782-5595,01.01.2005,31.12.2005,5045,
0782-5595,01.01.2006,31.12.2006,5002,
1236-4495,01.01.2006,31.12.2006,6616,
0782-5617,01.01.2006,31.12.2006,5272,
0357-2021,01.01.2006,31.12.2006,20796,
0356-4894,01.01.2006,31.12.2006,8483,
0781-9234,01.10.2006,31.12.2006,22300,
0357-0983,01.01.2006,31.12.2006,3647,
0357-1386,01.01.2005,31.12.2005,4762,
0357-1386,01.01.2006,31.12.2006,4715,
0782-5544,01.01.2006,31.12.2006,7170,
0782-5714,01.01.2005,31.12.2005,4209,
0782-5714,01.01.2006,31.12.2006,4173,
fk17331,01.01.2005,31.12.2005,6731,
fk17331,01.01.2006,31.12.2009,6667,
0782-372X,01.01.1938,31.12.1938,7500,
0782-372X,01.01.1939,31.12.1939,8500,
0782-372X,01.01.1943,31.12.1944,11000,
0782-372X,01.01.1946,31.12.1946,13388,
0782-372X,01.01.1947,31.12.1947,13972,
0782-372X,01.01.1948,31.12.1948,14500,
0783-3261,01.01.1943,31.12.1943,5200,
0783-3261,01.01.1944,31.12.1944,5800,
0783-3261,01.01.1946,31.12.1946,6474,
0783-3261,01.01.1947,31.12.1947,7175,
1235-810X,01.01.2007,31.12.2007,4482,
0356-1380,01.01.2004,31.12.2004,6965,
1458-6592,01.01.1912,31.12.1912,7000,
1458-6592,01.01.1913,31.12.1913,7500,
1458-6592,01.01.1914,31.12.1914,8500,
1458-6592,01.01.1915,31.12.1915,9500,
1458-6592,01.01.1916,31.12.1916,10000,
1458-6592,01.01.1917,31.12.1917,10400,
1458-6592,01.01.1918,31.12.1918,13350,
1458-6592,01.01.1923,31.12.1923,10800,
1458-6592,01.01.1927,31.12.1927,7500,
1458-6592,01.01.1930,31.12.1930,7386,
1458-6592,01.01.1938,31.12.1938,7000,
1458-6592,01.01.1942,31.12.1942,10850,
1458-6592,01.01.1943,31.12.1943,11539,
1458-6592,01.01.1944,31.12.1944,11907,
