PAINOKSEN_ISSN,PAINOS,PAINOS_ALPVM,LEVIKKIALUE
2323-3672,2,19.09.2012,Ikaalinen
1797-1160,4,09.05.2012,Espoo
1797-1160,4,09.05.2012,Kauniainen
0782-5722,2,04.05.2008,Raisio
0782-5722,2,04.05.2008,Naantali
0782-5722,2,04.05.2008,Kaarina
0782-5722,2,04.05.2008,Lieto
0782-5722,2,04.05.2008,Länsi-Turunmaa
0782-5722,2,04.05.2008,Masku
0782-5722,2,04.05.2008,Rusko
fk20130046,1,30.07.1886,Haaparanta
fk14980,1,15.12.1938,Kälviä
fk14980,1,15.12.1938,Lohtaja
fk14980,1,15.12.1938,Ullava
fk14980,1,15.12.1938,Kaustinen
fk14980,1,15.12.1938,Kruunupyy
fk14980,1,15.12.1938,Alaveteli
fk14980,1,15.12.1938,Teerijärvi
1795-9136,1,25.05.2004,Mannila
0781-9234,1,23.03.1980,Hankkio
0781-9234,1,23.03.1980,Finninmäki
0781-9234,1,23.03.1980,Lukonmäki
0781-9234,1,23.03.1980,Annala
0781-9234,1,23.03.1980,Haihara
0781-9234,1,23.03.1980,Viiala
0781-9234,1,23.03.1980,Turtola
0781-9234,1,23.03.1980,Messukylä
0781-9234,1,23.03.1980,Vuohenoja
0781-9234,1,23.03.1980,Korkinmäki
0781-9234,1,23.03.1980,Muotiala
1236-8652,1,04.06.1981,Tahko
1239-5633,1,08.08.1996,Lappeenranta
1239-5633,1,08.08.1996,Ruokolahti
1239-5633,1,08.08.1996,Taipalsaari
1239-5633,1,08.08.1996,Rautjärvi
1239-5633,1,08.08.1996,Lemi
0782-5722,1,14.11.1958,Länsi-Turunmaa
fk20133,1,14.02.1952,Tukholma
fk14011,1,19.03.1958,Tukholma
fk20612,1,08.09.1951,Tukholma
fk20130049,1,03.01.1919,Luulaja
fk35542,1,20.04.1918,Tukholma
fk20130047,1,05.07.1873,Haparanda
1103-937X,1,05.07.1882,Haparanda
0789-662X,1,18.01.1922,Jämijärvi
0789-662X,1,18.01.1922,Ikaalinen
1235-9963,1,11.10.1962,Alajärvi
1235-9963,1,11.10.1962,Kauhava
0356-2514,1,24.09.1964,Enonkoski
0356-2514,1,24.09.1964,Savonranta
fk14838,1,26.11.1926,Nummi
fk14838,1,26.11.1926,Loppi
1799-5957,1,13.01.2011,Ranua
1799-5957,1,13.01.2011,Kittilä
1799-5957,1,13.01.2011,Inari
1799-5957,1,13.01.2011,Sodankylä
