PAINOKSEN_ISSN,PAINOS,PAINOS_ALPVM,LEVIKKIALUE
fk990008,4,03.01.1999,Koskela
fk990008,4,03.01.1999,Käpylä
fk990008,4,03.01.1999,Länsi-Pasila
fk990008,4,03.01.1999,Oulunkylä
fk990008,4,03.01.1999,Patola
fk990008,4,03.01.1999,Toukola-Kumpula
fk990008,4,03.01.1999,Veräjänmäki
0356-1682,1,01.07.1938,Nurmo
0782-5978,1,10.09.1937,Lehtimäki
0782-5978,1,10.09.1937,Lappajärvi
0787-6742,1,01.08.1933,Karijoki
0787-6742,1,01.08.1933,Kaskinen
0787-6742,1,01.08.1933,Närpiö
fk14478,1,25.05.1961,Vöyri
0781-5077,1,15.01.1984,Mustasaari
1238-8440,1,21.04.1972,Mustasaari
0356-4541,1,29.11.1917,Satakunta
0023-8015,1,16.04.1947,Finland
0356-2840,1,01.01.1907,Oulu
1797-755X,1,13.05.1993,Kemijärvi
1797-755X,1,13.05.1993,Sodankylä
1797-755X,1,13.05.1993,Kittilä
1797-755X,1,13.05.1993,Ivalo
1797-755X,1,13.05.1993,Ranua
1797-755X,1,13.05.1993,Pello
1797-755X,1,13.05.1993,Rovaniemen maalaiskunta
1797-755X,1,13.05.1993,Tervola
0784-0373,1,05.02.1986,Sammatti
0784-0373,1,05.02.1986,Karjalohja
0784-0373,1,05.02.1986,Suomusjärvi
fk990543,1,15.10.1998,Haukivuori
fk990543,1,15.10.1998,Virtasalmi
1456-2952,1,08.01.1998,Jyväskylän maalaiskunta
1456-2952,1,08.01.1998,Toivakka
1456-2952,1,08.01.1998,Uurainen
1457-0130,1,22.09.1999,Epilä
1457-0130,1,22.09.1999,Lamminpää
1457-0130,1,22.09.1999,Lentävänniemi
1457-0130,1,22.09.1999,Lielahti
1457-0130,1,22.09.1999,Tesoma
1457-0130,1,22.09.1999,Ylöjärvi
1456-8977,1,02.06.1999,Länsi-Helsinki
1456-8977,1,02.06.1999,Suur-Leppävaara
fk32112,1,04.12.1996,Tuusula
fk32112,1,04.12.1996,Jokela
fk32112,1,04.12.1996,Kellokoski
fk32112,1,04.12.1996,Järvenpää
fk32112,1,04.12.1996,Kerava
1239-5633,1,08.08.1996,Imatra
1456-761X,1,02.06.1999,Hollola
1456-761X,1,02.06.1999,Hämeenkoski
1456-761X,1,02.06.1999,Kärkölä
1456-761X,1,02.06.1999,Järvelä
1456-761X,1,02.06.1999,Lahti
1456-761X,1,02.06.1999,Orimattila
1456-761X,1,02.06.1999,Vääksy
1456-761X,1,02.06.1999,Nastola
1456-5285,1,18.03.1998,Salo
fk980797,1,12.03.1998,Eura
fk980797,1,12.03.1998,Säkylä
fk980797,1,12.03.1998,Köyliö
fk980797,1,12.03.1998,Kiukainen
fk980797,1,12.03.1998,Huittinen
fk980797,1,12.03.1998,Kokemäki
1456-9337,1,02.09.1999,Harjavalta
1456-9337,1,02.09.1999,Kiukainen
1456-9337,1,02.09.1999,Kokemäki
1456-9337,1,02.09.1999,Nakkila
fk29446,1,01.04.1996,Alavus
fk29446,1,01.04.1996,Alajärvi
fk29446,1,01.04.1996,Karstula
fk29446,1,01.04.1996,Keuruu
1457-103X,1,21.07.1999,Ylöjärvi
0786-2202,1,15.11.1952,Jämsänkoski
0786-2202,1,15.11.1952,Kuhmoinen
0786-2202,1,15.11.1952,Korpilahti
0786-2202,1,15.11.1952,Kuorevesi
0786-2202,1,15.11.1952,Längelmäki
0782-5919,1,28.01.1943,Pylkönmäki
0782-5919,1,28.01.1943,Kannonkoski
fk17328,1,18.11.1949,Kannonkoski
fk17328,1,18.11.1949,Pylkönmäki
1456-0518,1,02.01.1998,Helsingfors
0356-0724,3,01.01.2001,Stor-Helsingfors
0789-662X,1,18.01.1922,Viljakkala
fk22773,1,18.02.1993,Pelkosenniemi
fk990274,1,23.07.1998,Alajärvi
fk990274,1,23.07.1998,Evijärvi
fk990274,1,23.07.1998,Karstula
fk990274,1,23.07.1998,Kyyjärvi
fk990274,1,23.07.1998,Lappajärvi
fk990274,1,23.07.1998,Lapuan Kauhajärvi
fk990274,1,23.07.1998,Lehtimäki
fk990274,1,23.07.1998,Perho
fk990274,1,23.07.1998,Soini
fk990274,1,23.07.1998,Veteli
fk990274,1,23.07.1998,Patana
fk990274,1,23.07.1998,Pulkkinen
fk990274,1,23.07.1998,Räyrinki
fk990274,1,23.07.1998,Vimpeli
1458-0802,1,16.11.1861,Finland
1458-4654,1,21.01.2001,Järvenpää
1458-4654,1,21.01.2001,Kerava
1458-4654,1,21.01.2001,Tuusula
1458-4654,1,21.01.2001,Pornainen
1458-4654,1,21.01.2001,Sipoo
1458-4727,1,15.12.1876,Helsinki
1239-9310,1,16.09.1996,Inari
1239-9310,1,16.09.1996,Utsjoki
1457-2125,1,18.09.1999,Länsi-Tampere
1457-2125,1,18.09.1999,Ylöjärvi
1457-2125,1,18.09.1999,Hämeenkyrö
0788-6071,1,11.10.1989,Pyhäjoki
1457-7348,1,07.01.1996,Renko
1457-7348,1,07.01.1996,Janakkala
0782-551X,1,01.02.1974,Pattijoki
0782-551X,1,01.02.1974,Pyhäjoki
0782-551X,1,01.02.1974,Siikajoki
0782-551X,1,01.02.1974,Vihanti
0782-551X,1,01.02.1974,Ruukki
1456-3436,1,11.09.1997,Kemi
1456-3436,1,11.09.1997,Tornio
1456-3436,1,11.09.1997,Keminmaa
1456-3436,1,11.09.1997,Kuivaniemi
1456-3436,1,11.09.1997,Simo
1456-3436,1,11.09.1997,Tervola
1456-3436,1,11.09.1997,Ylitornio
1456-3436,1,11.09.1997,Haaparanta
fk99008,5,02.01.2000,Vantaa:
fk99008,5,02.01.2000,Korso
fk99008,5,02.01.2000,Rekola
fk99008,5,02.01.2000,Koivukylä
fk15135,1,18.03.2000,Varkaus
1457-9561,1,19.11.1999,Pori
fk00427,1,22.06.1941,Rintamalehti
1456-5285,1,18.03.1998,Halikko
1456-5285,1,18.03.1998,Pertteli
1456-5285,1,18.03.1998,Muurla
fk32003,1,16.12.1903,Duluth
fk20010394,1,01.02.1900,New York
fk32017,1,27.03.1901,New York
fk11651,1,01.01.1906,New York
fk32030,1,01.01.1902,Fitchburg
fk27509,1,01.05.1901,Calumet
fk27509,1,01.05.1901,Duluth
fk27509,1,01.05.1901,Michigan
fk27509,1,01.05.1901,Minnesota
fk32039,1,01.01.1907,Astoria
fk32039,1,01.01.1907,Oregon
fk20659,1,01.01.1915,Calumet
fk20659,1,01.01.1915,Michigan
1458-2686,1,02.01.1866,Hämeenlinna
1458-2708,1,01.09.1882,Wiborg
fk26828,1,02.02.1994,Raisio
fk26828,1,02.02.1994,Naantali
fk26828,1,02.02.1994,Mynämäki
fk26828,1,02.02.1994,Masku
fk26828,1,02.02.1994,Nousiainen
fk26828,1,02.02.1994,Rymättylä
fk26828,1,02.02.1994,Rusko
fk26828,1,02.02.1994,Mietoinen
fk26828,1,02.02.1994,Merimasku
fk26828,1,02.02.1994,Lemu
fk26828,1,02.02.1994,Askainen
fk26828,1,02.02.1994,Vahto
0355-8185,1,29.10.1964,Suomi
1458-2716,2,01.01.1891,Maaseutu
1458-8633,1,15.12.1882,Lounais-Suomi
fk01162,1,05.12.1915,Suomi
0004-6094,1,01.01.1919,Finland
1458-090X,2,02.01.1900,Oulu
2323-4091,1,28.08.2002,Munkkiniemi
2323-4091,1,28.08.2002,Munkkivuori
2323-4091,1,28.08.2002,Niemenmäki
2323-4091,1,28.08.2002,Lehtisaari
2323-4091,1,28.08.2002,Kuusisaari
2323-4091,1,28.08.2002,Osa Etelä-Haagaa
2323-4091,1,28.08.2002,Pikku Huopalahti
2323-4091,1,28.08.2002,Pajamäki
2323-4091,1,28.08.2002,Pitäjänmäki
2323-4091,1,28.08.2002,Meilahti
2323-4091,1,28.08.2002,Osa Töölöä
1459-2185,1,27.11.2002,Janakkala
1459-2185,1,27.11.2002,Renko
1457-4438,2,03.01.1894,Vasa
0784-4220,1,28.12.1985,Savonlinna
fk00618,1,01.01.1940,Suomi
fk00543,1,01.09.1929,Suomi
fk00423,1,01.09.1929,Suomi
fk00231,1,01.10.1940,Suomi
fk31723,1,01.01.1934,Suomi
fk01317,1,01.01.1935,Suomi
fk00413,1,26.11.1928,Grankulla
fk980032,1,19.09.1997,Alavieska
1459-2436,1,01.01.2003,Pohjois- ja Koillis-Helsinki
1459-2436,2,01.01.2003,Itä- ja Kaakkois-Helsinki
1459-5079,1,04.01.2003,Hyvinkää
fk19531,1,07.01.1946,Pohjois-Häme
fk19534,1,01.02.1918,Vaasa
1457-4322,1,02.01.1919,Suomi
fk23795,1,08.03.1918,Helsinki
k95,1,01.01.1824,LIBAU (LEEPAJA)
k185,1,28.08.1922,Tallinn
k222,1,19.12.1929,Narva
k288,1,15.12.1922,Tallinn
k194,1,08.11.1919,Tallinn
k216,1,19.12.1922,Viljandi
k217,1,26.09.1930,Tallinn
k223,1,01.11.1919,Narva
k234,1,01.03.1927,Tallinn
k272,1,05.12.1918,Tallinn
k228,1,16.12.1905,Tallinn
k195,1,08.02.1906,Tallinn
k230,1,09.12.1926,Pärnu
k226,1,04.01.1886,Tartu
k8,1,01.01.1878,RIGA
k10,1,01.01.1894,RIGA
k9,1,01.01.1906,RIGA
k14,1,01.01.1875,RIGA
k15,1,01.01.1877,RIGA
k16,1,01.01.1868,RIGA
k17,1,01.01.1885,RIGA
k114,1,01.01.1897,RIGA
k141,1,01.01.1880,RIGA
k27,1,01.01.1886,RIGA
k29,1,01.01.1886,RIGA
k30,1,01.01.1899,RIGA
k31,1,01.01.1903,RIGA
k28,1,01.01.1904,RIGA
k33,1,01.01.1908,LEEPAJA
k36,1,01.01.1912,LEEPAJA
k43,1,01.01.1907,RIGA
k39,1,01.01.1916,RIGA
k42,1,01.01.1914,RIGA
k41,1,01.01.1907,RIGA
k46,1,01.01.1912,WENTSPILS
k58,1,01.01.1912,WENTSPILS
k48,1,24.12.1905,RIGA
k60,1,24.12.1905,RIGA
k49,1,01.01.1915,PETROGRADA
k55,1,20.12.1914,RIGA
k52,1,20.12.1914,RIGA
k57,1,01.01.1911,RIGA
k62,1,01.01.1909,JELGAWA
k64,1,01.01.1909,JELGAWA
k142,1,01.01.1909,JELGAWA
k19,1,01.01.1909,JELGAWA
k75,1,01.01.1822,JELGAWA
k21,1,01.01.1857,JELGAWA
k20,1,01.01.1880,JELGAWA
k18,1,01.01.1893,JELGAWA
k72,1,01.01.1902,JELGAWA
k116,1,01.01.1880,JELGAWA
k74,1,01.01.1892,JELGAWA
k143,1,01.01.1893,JELGAWA
k73,1,01.01.1902,JELGAWA
k146,1,01.01.1893,JELGAWA
k76,1,01.01.1913,JELGAWA
k80,1,06.01.1882,LEEPAJA
k71,1,01.01.1904,LEEPAJA
k81,1,03.01.1906,RIGA
k82,1,03.01.1906,RIGA
k83,1,03.01.1906,RIGA
k84,1,01.01.1907,LEEPAJA
k85,1,01.01.1909,LEEPAJA
k87,1,01.01.1910,LEEPAJA
k89,1,23.08.1914,LEEPAJA
k90,1,02.01.1915,LEEPAJA
k93,1,08.12.1912,LEEPAJA
k96,1,01.01.1913,RIGA
k98,1,01.01.1913,RIGA
k97,1,01.01.1915,VALKA
k102,1,01.01.1856,RIGA
k117,1,01.01.1868,RIGA
k101,1,01.01.1893,RIGA
k100,1,01.01.1906,RIGA
k110,1,13.02.1906,RIGA
k111,1,13.02.1906,RIGA
k125,1,15.12.1907,RIGA
k124,1,15.12.1907,RIGA
k126,1,15.07.1902,RIGA
k127,1,15.07.1902,RIGA
k128,1,01.01.1912,RIGA
k131,1,03.08.1914,RIGA
k135,1,01.01.1908,JELGAWA
k136,1,01.01.1909,JELGAWA
k144,1,22.01.1893,JELGAWA
k13,1,01.01.1913,RIGA
k152,1,01.01.1913,RIGA
k154,1,15.08.1884,RIGA
k154,1,01.01.1886,JELGAWA
k155,1,01.01.1889,JELGAWA
k156,1,01.01.1890,JELGAWA
k158,1,28.04.1901,RIGA
k157,1,28.04.1901,RIGA
k164,1,01.01.1907,WENTSPILS
k162,1,01.01.1909,WENTSPILS
k163,1,01.01.1910,WENTSPILS
k1,1,01.01.1903,RIGA
k3,1,15.02.1918,BRONX
k2,1,16.05.1906,RIGA
k115,1,25.05.1906,RIGA
k7,1,01.01.1911,LIMBAZOS
k5,1,01.01.1911,LIMBAZOS
k6,1,01.01.1906,PETERBURGA
k12,1,01.01.1916,PETERPILI
k11,1,01.01.1907,RIGA
k22,1,07.02.1907,PETERBURGA
k23,1,07.02.1907,PETERBURGA
k24,1,07.01.1906,RIGA
k25,1,25.10.1906,RIGA
k26,1,30.12.1905,RIGA
k32,1,07.01.1906,RIGA
k34,1,07.01.1914,RIGA
k35,1,12.02.1914,RIGA
k37,1,12.01.1913,RIGA
k38,1,01.12.1905,RIGA
k40,1,05.09.1915,MOSKVA
k45,1,28.02.1881,RIGA
k47,1,22.05.1914,RIGA
k50,1,01.01.1914,LEEPAJA
k51,1,02.04.1915,JELGAWA
k54,1,01.01.1907,LEEPAJA
k56,1,29.11.1913,RIGA
k53,1,31.12.1913,RIGA
k63,1,01.12.1912,PETERBURGA
k65,1,01.01.1910,WALKA
k67,1,09.01.1909,KULDIGA
k66,1,01.01.1909,KULDIGA
k68,1,13.12.1914,VENTSPILS
k70,1,01.01.1910,KULDIGA
k69,1,01.01.1912,KULDIGA
k77,1,17.04.1918,MOSKVA
k79,1,01.01.1877,RIGA
k78,1,01.01.1877,RIGA
k105,1,01.01.1879,RIGA
k145,1,01.01.1881,RIGA
k91,1,04.05.1906,LEEPAJA
k92,1,13.05.1906,LEEPAJA
k94,1,01.01.1906,LEEPAJA
k103,1,01.01.1911,VALKA
k104,1,01.01.1907,RIGA
k106,1,01.01.1911,JELGAWA
k107,1,01.01.1912,JELGAWA
k108,1,01.01.1907,RIGA
k109,1,01.01.1907,RIGA
k112,1,01.01.1915,PETROGRAD
k113,1,10.10.1906,PETERBURGA
k121,1,01.01.1901,PETERBURGA
k119,1,01.01.1901,PETERBURGA
k120,1,01.01.1902,PETERBURGA
k129,1,01.01.1877,RIGA
k132,1,01.01.1907,RIGA
k133,1,18.03.1913,RIGA
k134,1,22.04.1913,RUJENE
k137,1,02.01.1907,WALKA
k138,1,02.01.1907,WALKA
k139,1,01.01.1906,PETERBURGA
k140,1,15.12.1912,RIGA
k147,1,04.08.1914,RIGA
k148,1,08.07.1914,RIGA
k151,1,13.01.1907,PETERBURGA
k150,1,01.01.1906,BOSTON
k149,1,01.01.1908,BOSTON
k153,1,01.01.1880,RIGA
k99,1,01.01.1880,RIGA
k159,1,01.01.1898,WALMEERA
k160,1,01.01.1907,RIGA
k118,1,01.01.1907,RIGA
k161,1,01.01.1911,VENTSPILS
k165,1,09.12.1914,ZEHSIS
k168,1,01.01.1914,ZEHSIS
k166,1,01.01.1914,ZEHSIS
k167,1,01.01.1913,ZEHSIS
k169,1,01.01.1914,ZEHSIS
k170,1,01.01.1914,ZEHSIS
k171,1,01.01.1910,ZEHSIS
k4,1,28.07.1914,LIMBAZOS
k264,1,18.09.1935,Tallinn
k44,1,01.01.1914,RIGA
k59,1,29.07.1914,VENTSPILS
k61,1,01.01.1914,LEEPAJA
k86,1,25.07.1914,LEEPAJA
k88,1,28.07.1914,LEEPAJA
k123,1,01.01.1914,TALSOS
k122,1,01.01.1914,LEEPAJA
k130,1,01.01.1914,RIGA
fk32918,1,09.01.1932,Tampere
fk19725,1,01.03.1877,Vesisaari
fk27003,1,14.06.1944,Helsingfors
fk19728,1,29.08.1967,Oulu
fk19729,1,15.07.1941,?
fk19730,1,14.03.1944,?
fk19731,1,25.01.1945,?
fk19732,1,25.03.1970,s.n.
fk19734,1,04.06.1985,Pietarsaari
k235,1,05.09.1923,Tallinn
fk20011,1,09.10.1959,Vasa
fk20715,1,20.10.1955,Alavus
fk20715,1,20.10.1955,Kuortane
fk20715,1,20.10.1955,Peräseinäjoki
fk20830,1,22.04.1949,Duluth
fk20830,1,22.04.1949,Minnesota
fk21156,1,15.06.1988,Karkkila
fk22770,1,22.04.1993,Äänekoski
fk22770,1,22.04.1993,Suolahti
fk22770,1,22.04.1993,Sumiainen
fk22773,1,18.02.1993,Kemijärvi
fk22773,1,18.02.1993,Salla
fk22773,1,18.02.1993,Savukoski
fk22775,1,06.05.1993,Ylivieska
fk22775,1,06.05.1993,Alavieska
fk22775,1,06.05.1993,Sievi
fk22782,1,23.01.1993,Nurmijärvi
fk22783,1,01.10.1992,Nurmijärvi
fk22785,1,04.09.1993,Pori
fk22785,1,04.09.1993,Ulvila
fk22785,1,04.09.1993,Luvia
fk22786,1,01.12.1993,Nokia
fk23343,1,15.02.1987,Itä-Helsinki
fk23344,1,04.09.1991,Itä-Helsinki
fk23345,1,15.02.1987,Espoo
fk23345,1,15.02.1987,Kauniainen
fk23346,1,04.09.1991,Espoo
fk23346,1,04.09.1991,Kauniainen
fk23347,1,10.01.1982,HELSINKI
fk23347,2,10.01.1982,Helsinki
fk23348,1,11.02.1987,HELSINKI
fk23348,5,11.02.1987,Helsinki
fk23348,2,11.02.1987,HELSINKI
fk23348,3,11.02.1987,HELSINKI
fk23348,4,11.02.1987,HELSINKI
fk23349,1,07.10.1987,HELSINKI
fk23349,2,07.10.1987,Helsinki
fk23350,1,08.01.1989,Helsinki
fk23350,5,08.01.1989,HELSINKI
fk23350,6,08.01.1989,HELSINKI
fk23350,4,08.01.1989,HELSINKI
fk23350,2,08.01.1989,HELSINKI
fk23350,3,08.01.1989,HELSINKI
fk23351,1,29.08.1979,HELSINKI
fk23351,2,17.10.1979,HELSINKI
fk23351,3,03.01.1982,HELSINKI
fk23351,4,29.01.1984,Helsinki
fk23759,1,21.10.1978,HAAPAVESI
fk23762,1,20.09.1972,Hollola
fk23794,1,21.04.1917,Helsinki
fk24823,1,05.12.1921,WORCESTER
fk24823,1,05.12.1921,MASS.
fk25013,1,10.12.1976,NILSIÄ
fk25013,1,10.12.1976,RAUTAVAARA
fk25024,1,01.11.1978,Tornio
fk25024,1,01.11.1978,Ala-& Ylitornio
fk25024,1,01.11.1978,Karunki
fk25027,1,15.07.1982,Pietarsaari
fk25040,1,16.03.1978,Pello
fk25040,1,16.03.1978,Kolari
fk25040,1,16.03.1978,Muonio ym.
fk25059,1,14.09.1984,Pietarsaari
fk25083,1,01.11.1940,Detroit
fk25083,1,01.11.1940,Michigan
fk25497,1,21.11.1993,Tampere
fk25588,1,09.02.1994,Nurmijärvi
1457-2214,1,24.02.1994,Kokemäki
1457-2214,1,24.02.1994,Köyliö
fk26802,1,13.12.1993,Pudasjärvi
fk26939,1,10.10.1994,Eura
fk26939,1,10.10.1994,Säkylä
fk26939,1,10.10.1994,Köyliö
fk26939,1,10.10.1994,Kiukainen
fk27856,1,11.06.1938,"Duluth, Floodwood"
fk28001,1,03.09.1978,Itä-Helsinki
fk28002,1,28.02.1977,Espoo
fk28002,1,28.02.1977,Kauniainen
fk28003,1,04.04.1977,Espoo
fk28003,1,04.04.1977,Kauniainen
fk28004,1,11.09.1978,Espoo
fk28004,1,11.09.1978,Kauniainen
fk28451,1,01.09.1970,Helsinki
fk28452,1,13.09.1978,POHJOIS-HELSINKI
fk28452,3,05.01.1982,POHJOIS-HELSINKI
fk28452,2,05.01.1982,Pohjois-Helsinki
fk28453,1,10.08.1977,Koskela
fk28453,1,10.08.1977,Kumpula
fk28453,1,10.08.1977,Käpylä
fk28453,1,10.08.1977,Malmi
fk29445,1,15.03.1995,Itä-Tampere
k247,1,18.02.1931,Tallinn
k190,1,01.01.1934,Tallinn
k204,1,02.11.1929,Tallinn
k257,1,22.12.1922,Tallinn
k187,1,11.01.1935,Tallinn
k232,1,12.01.1924,Pärnu
k255,1,26.11.1924,Tartu
k203,1,23.11.1932,Tallinn
k249,1,13.10.1929,Tallinn
k197,1,19.09.1921,Walga
k251,1,13.02.1910,Tallinn
k284,1,24.12.1913,Wõru
k198,1,05.05.1928,Haapsalu
k263,1,02.07.1927,Tallinn
k189,1,17.01.1934,Kärdla
k191,1,03.02.1929,Tallinn
k281,1,17.11.1925,Rakvere
k219,1,18.03.1932,Otepää
k256,1,03.10.1933,Tartu
k208,1,02.04.1919,Kuressaare
k183,1,12.08.1931,Võru
k286,1,02.01.1926,Võru
k206,1,21.12.1929,Tartu
fk24873,1,16.08.1904,SUPERIOR
fk24873,1,16.08.1904,WIS.
k244,1,11.03.1878,Viljandi
k205,1,09.04.1918,Tartu
k239,1,01.07.1860,Reval
k273,1,23.01.1919,Kuressaare
k180,1,11.12.1920,Dorpat
k186,1,03.09.1919,Reval
k237,1,01.11.1919,Reval
k181,1,31.12.1917,Dorpat
k179,1,07.09.1934,Tartu
k192,1,05.01.1926,Paide
k261,1,09.10.1928,Valga
k213,1,10.02.1934,Nõmme
k184,1,05.11.1932,Elva
k260,1,24.12.1932,Türi
k174,1,03.08.1929,Jõhvi
k253,1,18.10.1929,Tapa
k252,1,02.04.1932,Tapa
k275,1,22.10.1933,Tartu
k269,1,21.12.1934,Tartu
k243,1,04.05.1929,Kuressaare
k231,1,30.03.1926,Pärnu
k245,1,07.01.1934,Viljandi
k221,1,04.06.1932,Petseri
k220,1,05.01.1933,Tallinn
k280,1,24.12.1924,RAKVERE
fk30075,1,02.11.1917,Leningrad
fk30078,1,28.08.1983,Vaasa
fk30079,1,05.03.1969,Jyväskylä
fk30080,1,01.01.1977,Hamina
fk30080,1,01.01.1977,Vehkalahti
fk35083,1,10.11.1969,Pohjois-Helsinki
k207,1,01.07.1939,Tallinn
k287,1,03.11.1923,Tallinn
k278,1,26.11.1932,Rakvere
k199,1,07.09.1930,Haapsalu
k201,1,14.12.1927,Haapsalu
k200,1,01.07.1933,Haapsalu
k188,1,10.01.1932,Tartu
k258,1,15.11.1930,Tartu
k267,1,01.02.1927,Kuressaare
k233,1,03.01.1928,Kuressaare
k248,1,03.08.1917,Tallinn
k238,1,11.03.1918,Reval
fk35127,1,15.03.1978,Hyrylä
k236,1,22.02.1919,Valga
k282,1,01.05.1931,Tallinn
k182,1,04.01.1934,Tallinn
k259,1,03.12.1921,Tallinn
k266,1,23.05.1936,Pärnu
k254,1,02.11.1929,Tartu
k218,1,01.06.1940,Tallinn
k265,1,21.05.1936,Tallinn
k193,1,16.01.1925,Paide
k202,1,19.02.1926,Tallinn
k279,1,03.10.1933,Rakvere
k283,1,05.10.1933,Võru
k268,1,18.02.1926,Valga
k224,1,30.05.1926,Põltsamaa
k209,1,17.09.1927,Narva
k196,1,04.10.1930,Wõhma
k285,1,13.03.1922,Võru
k270,1,06.01.1934,Tartu
k262,1,03.11.1931,Võru
k274,1,23.01.1919,Kuressaare
k246,1,01.01.1919,Riga
fk30117,1,04.07.1979,Lohja
k214,1,30.11.1929,Tartu
k215,1,11.02.1933,Tallinn
k276,1,01.10.1926,Tallinn
k173,1,15.03.1930,Jõhvi
k172,1,08.02.1031,Tallinn
k250,1,01.01.1918,Tallinn
k271,1,01.01.1922,Tartu
k277,1,29.01.1927,Viljandi
k227,1,01.01.1905,Pärnu
k229,1,01.01.1924,Pärnu
k241,1,10.03.1934,Revel
k225,1,13.08.1920,Revel
k240,1,27.03.1931,Narva
k177,1,20.03.1932,Reval
k176,1,05.01.1931,Arensburg
k175,1,04.04.1933,Arensburg
k212,1,07.01.1926,Arensburg
k211,1,02.02.1935,Tallinn
k178,1,01.05.1932,Tallinn
fk30137,1,05.04.1984,Möysä (Lahti)
fk31211,1,01.01.1922,Astoria
fk31211,1,01.01.1922,Oregon
fk32000,1,01.01.1884,New York Mills
fk32001,1,01.01.1901,NANAIMO
fk32001,1,01.01.1901,B.C.
fk32002,1,01.01.1924,Fairport Harbor
fk32002,1,01.01.1924,Ohio
fk32003,1,16.12.1903,Brooklyn
fk32004,1,06.05.1904,Brooklyn
fk32005,1,18.12.1937,Fairport Harbor
fk32005,1,18.12.1937,Ohio
fk32006,1,13.06.1879,Calumet
fk32006,1,13.06.1879,Red Jacket
fk32006,1,13.06.1879,Michigan
fk32007,1,01.11.1928,Cleveland
fk32007,1,01.11.1928,Ashtabula
fk32007,1,01.11.1928,Ohio
fk32011,1,09.03.1894,Chicago
fk32011,1,09.03.1894,Illinois
fk32012,1,24.03.1937,Duluth
fk32012,1,24.03.1937,Minnesota
fk32014,1,20.07.1903,Worchester
fk32015,1,11.01.1889,New York Mills
fk32015,1,11.01.1889,Minnesota
fk32016,1,20.06.1893,Minneapolis
fk32016,1,20.06.1893,Minnesota
fk32017,1,27.03.1901,Brooklyn
fk32018,1,01.01.1930,Fitchburg
fk32019,1,23.12.1896,Worchester
fk32019,1,23.12.1896,Fitchburg
fk32020,1,18.10.1929,Aberdeen
fk32020,1,18.10.1929,Washington
fk32021,1,18.01.1890,Red Jacket
fk32021,1,18.01.1890,Michigan
fk32022,1,14.03.1935,Chicago
fk32022,1,14.03.1935,Illinois
fk32023,1,28.07.1932,New York Mills
fk32023,1,28.07.1932,Minnesota
fk32025,1,02.01.1919,Astoria
fk32025,1,02.01.1919,Oregon
fk32026,1,14.09.1904,Hancock
fk32026,1,14.09.1904,Michigan
fk32027,1,01.01.1876,Hancock
fk32027,1,01.01.1876,Michigan
fk32028,1,18.03.1891,New York
fk32029,1,25.07.1905,Brooklyn
fk32029,1,25.07.1905,New York
fk32031,1,01.12.1886,Ashtabula
fk32031,1,01.12.1886,Ohio
fk32032,1,28.05.1891,Red Jacket
fk32032,1,28.05.1891,Michigan
fk32033,1,27.08.1913,Duluth
fk32033,1,27.08.1913,Minnesota
fk32034,1,28.05.1915,Duluth
fk32034,1,28.05.1915,Minnesota
fk32035,1,10.01.1879,Hancock
fk32035,1,10.01.1879,Michigan
fk32036,1,25.01.1878,Houghton
fk32036,1,25.01.1878,Hancock
fk32036,1,25.01.1878,Michigan
fk32037,1,11.06.1914,Duluth
fk32037,1,11.06.1914,Minnesota
fk32038,1,20.12.1916,Duluth
fk32038,1,20.12.1916,Minnesota
fk32040,1,01.01.1911,PORT ARTHUR
fk32040,1,01.01.1911,ONTARIO.
fk32041,1,01.01.1889,Ishpeming
fk32041,1,01.01.1889,Michigan
fk32042,1,20.08.1881,Minneapolis
fk32042,1,20.08.1881,Minnesota
fk32043,1,17.02.1938,Fitchburg
fk32043,1,17.02.1938,Massachusetts
fk32044,1,15.05.1893,SUPERIOR
fk32044,1,15.05.1893,WIS
fk32044,1,15.05.1893,BROOKLYN
fk32044,1,15.05.1893,N.Y.
fk32045,1,25.03.1885,Harbor
fk32045,1,25.03.1885,Ohio
fk32045,1,25.03.1885,Ashtabula
1456-8012,1,09.04.1997,Ylöjärvi
fk32118,1,12.10.1978,Rauma
fk32122,1,12.12.1996,Hamina
fk32122,1,12.12.1996,Vehkalahti
fk32122,1,12.12.1996,Miehikkälä
fk32133,1,28.11.1996,Suonenjoki
fk32164,1,01.10.1968,Kirkkonummi
fk35057,1,25.04.1997,Helsinki
fk38530,1,04.09.1991,Pohjois-Helsinki
fk38530,2,04.09.1991,POHJOIS-HELSINKI
fk38530,3,04.09.1991,POHJOIS-HELSINKI
fk38530,4,04.09.1991,POHJOIS-HELSINKI
fk38531,1,15.02.1987,POHJOIS-HELSINKI
fk38531,4,16.11.1988,POHJOIS-HELSINKI
fk38531,2,15.02.1987,POHJOIS-HELSINKI
fk38531,3,15.02.1987,Pohjois-Helsinki
fk38532,1,01.06.1978,Vantaa
fk38532,4,03.01.1982,VANTAA
fk38532,2,03.01.1982,VANTAA
fk38532,3,03.01.1982,VANTAA
fk38533,1,15.02.1987,VANTAA
fk38533,2,15.02.1987,VANTAA
fk38533,3,15.02.1987,VANTAA
fk38533,4,15.02.1987,Vantaa
fk38534,1,04.09.1991,Vantaa
fk38536,1,20.08.1978,Länsi-Helsinki
fk38536,4,01.01.1982,LÄNSI-HELSINKI
